test_year,division_name,level,rate,demographic,dif,max_rate,rank,division_use
2013,Richmond City,black,0.41617669754436787,Race,0.42399549758031735,0.8401721951246852,1,richmond_city
2013,Richmond City,white,0.8401721951246852,Race,0.42399549758031735,0.8401721951246852,1,richmond_city
2013,Charlottesville City,black,0.4718028023602014,Race,0.42110662336360555,0.8929094257238069,2,charlottesville_city
2013,Charlottesville City,white,0.8929094257238069,Race,0.42110662336360555,0.8929094257238069,2,charlottesville_city
2014,Charlottesville City,black,0.4880155089306225,Race,0.4097087671009394,0.8977242760315619,1,charlottesville_city
2014,Charlottesville City,white,0.8977242760315619,Race,0.4097087671009394,0.8977242760315619,1,charlottesville_city
2019,Charlottesville City,black,0.46251644267131176,Race,0.39571313937677577,0.8582295820480875,1,charlottesville_city
2019,Charlottesville City,white,0.8582295820480875,Race,0.39571313937677577,0.8582295820480875,1,charlottesville_city
2019,Charlottesville City,disadvantaged,0.47234859388178485,Socioeconomics,0.3949180424235159,0.8672666363053008,1,charlottesville_city
2019,Charlottesville City,other,0.8672666363053008,Socioeconomics,0.3949180424235159,0.8672666363053008,1,charlottesville_city
2019,Richmond City,black,0.47728269159351333,Race,0.3909533904574476,0.8682360820509609,2,richmond_city
2019,Richmond City,white,0.8682360820509609,Race,0.3909533904574476,0.8682360820509609,2,richmond_city
2016,Albemarle County,disadvantaged,0.5027872178633468,Socioeconomics,0.3850778944969623,0.8878651123603091,1,albemarle_county
2016,Albemarle County,other,0.8878651123603091,Socioeconomics,0.3850778944969623,0.8878651123603091,1,albemarle_county
2018,Charlottesville City,black,0.48880495233561,Race,0.37790952948397,0.86671448181958,1,charlottesville_city
2018,Charlottesville City,white,0.86671448181958,Race,0.37790952948397,0.86671448181958,1,charlottesville_city
2013,Charlottesville City,disadvantaged,0.5074829808684769,Socioeconomics,0.37662639590677516,0.884109376775252,1,charlottesville_city
2013,Charlottesville City,other,0.884109376775252,Socioeconomics,0.37662639590677516,0.884109376775252,1,charlottesville_city
2014,Lynchburg City,black,0.4076353948359694,Race,0.3747487891945433,0.7823841840305127,2,lynchburg_city
2014,Lynchburg City,white,0.7823841840305127,Race,0.3747487891945433,0.7823841840305127,2,lynchburg_city
2018,Charlottesville City,disadvantaged,0.5284833736858132,Socioeconomics,0.37168386438329193,0.9001672380691051,1,charlottesville_city
2018,Charlottesville City,other,0.9001672380691051,Socioeconomics,0.37168386438329193,0.9001672380691051,1,charlottesville_city
2014,Albemarle County,disadvantaged,0.4895984122239074,Socioeconomics,0.3710670241384855,0.8606654363623929,1,albemarle_county
2014,Albemarle County,other,0.8606654363623929,Socioeconomics,0.3710670241384855,0.8606654363623929,1,albemarle_county
2018,Albemarle County,disadvantaged,0.5225130205454411,Socioeconomics,0.37079547122672996,0.8933084917721711,2,albemarle_county
2018,Albemarle County,other,0.8933084917721711,Socioeconomics,0.37079547122672996,0.8933084917721711,2,albemarle_county
2015,Albemarle County,disadvantaged,0.5097687141538507,Socioeconomics,0.3702167484259422,0.8799854625797929,1,albemarle_county
2015,Albemarle County,other,0.8799854625797929,Socioeconomics,0.3702167484259422,0.8799854625797929,1,albemarle_county
2013,Lynchburg City,black,0.4547289919695683,Race,0.3679482941215654,0.8226772860911337,3,lynchburg_city
2013,Lynchburg City,white,0.8226772860911337,Race,0.3679482941215654,0.8226772860911337,3,lynchburg_city
2013,Albemarle County,disadvantaged,0.49476054554794224,Socioeconomics,0.36676071193123105,0.8615212574791733,2,albemarle_county
2013,Albemarle County,other,0.8615212574791733,Socioeconomics,0.36676071193123105,0.8615212574791733,2,albemarle_county
2017,Albemarle County,disadvantaged,0.5226354431423806,Socioeconomics,0.36617583624686023,0.8888112793892409,1,albemarle_county
2017,Albemarle County,other,0.8888112793892409,Socioeconomics,0.36617583624686023,0.8888112793892409,1,albemarle_county
2018,Richmond City,black,0.511125453970612,Race,0.3658498581088995,0.8769753120795115,2,richmond_city
2018,Richmond City,white,0.8769753120795115,Race,0.3658498581088995,0.8769753120795115,2,richmond_city
2019,Albemarle County,disadvantaged,0.5221496913963802,Socioeconomics,0.3619768859735606,0.8841265773699408,2,albemarle_county
2019,Albemarle County,other,0.8841265773699408,Socioeconomics,0.3619768859735606,0.8841265773699408,2,albemarle_county
2014,Lancaster County,black,0.3945184323872822,Race,0.35890343741941694,0.7534218698066991,3,lancaster_county
2014,Lancaster County,white,0.7534218698066991,Race,0.35890343741941694,0.7534218698066991,3,lancaster_county
2013,Harrisonburg City,disadvantaged,0.4811373696416085,Socioeconomics,0.3583478377034727,0.8394852073450813,3,harrisonburg_city
2013,Harrisonburg City,other,0.8394852073450813,Socioeconomics,0.3583478377034727,0.8394852073450813,3,harrisonburg_city
2013,Arlington County,disadvantaged,0.534326554714583,Socioeconomics,0.3566802311679491,0.8910067858825321,4,arlington_county
2013,Arlington County,other,0.8910067858825321,Socioeconomics,0.3566802311679491,0.8910067858825321,4,arlington_county
2014,Arlington County,disadvantaged,0.5569363839262494,Socioeconomics,0.35584024154314897,0.9127766254693984,2,arlington_county
2014,Arlington County,other,0.9127766254693984,Socioeconomics,0.35584024154314897,0.9127766254693984,2,arlington_county
2015,Albemarle County,black,0.48916966785943833,Race,0.3534466094414845,0.8426162773009228,1,albemarle_county
2015,Albemarle County,white,0.8426162773009228,Race,0.3534466094414845,0.8426162773009228,1,albemarle_county
2014,Albemarle County,black,0.4740518774170413,Race,0.3532796261869146,0.8273315036039559,4,albemarle_county
2014,Albemarle County,white,0.8273315036039559,Race,0.3532796261869146,0.8273315036039559,4,albemarle_county
2017,Charlottesville City,black,0.5487709106068728,Race,0.3520982174639329,0.9008691280708057,1,charlottesville_city
2017,Charlottesville City,white,0.9008691280708057,Race,0.3520982174639329,0.9008691280708057,1,charlottesville_city
2014,Martinsville City,black,0.3855374319335741,Race,0.35091143833484767,0.7364488702684218,5,martinsville_city
2014,Martinsville City,white,0.7364488702684218,Race,0.35091143833484767,0.7364488702684218,5,martinsville_city
2014,Martinsville City,disadvantaged,0.42267126511562725,Socioeconomics,0.3507364046224716,0.7734076697380988,3,martinsville_city
2014,Martinsville City,other,0.7734076697380988,Socioeconomics,0.3507364046224716,0.7734076697380988,3,martinsville_city
2017,Charlottesville City,disadvantaged,0.5593453786661161,Socioeconomics,0.3503784774916757,0.9097238561577918,2,charlottesville_city
2017,Charlottesville City,other,0.9097238561577918,Socioeconomics,0.3503784774916757,0.9097238561577918,2,charlottesville_city
2014,Harrisonburg City,disadvantaged,0.4664024139582403,Socioeconomics,0.34641652171632836,0.8128189356745686,4,harrisonburg_city
2014,Harrisonburg City,other,0.8128189356745686,Socioeconomics,0.34641652171632836,0.8128189356745686,4,harrisonburg_city
2014,Alexandria City,disadvantaged,0.4879425468745804,Socioeconomics,0.3460305803762147,0.8339731272507951,5,alexandria_city
2014,Alexandria City,other,0.8339731272507951,Socioeconomics,0.3460305803762147,0.8339731272507951,5,alexandria_city
2014,Richmond City,black,0.44090420243238443,Race,0.3450322578217652,0.7859364602541496,6,richmond_city
2014,Richmond City,white,0.7859364602541496,Race,0.3450322578217652,0.7859364602541496,6,richmond_city
2014,Lynchburg City,disadvantaged,0.4571885661134418,Socioeconomics,0.344788347918437,0.8019769140318788,6,lynchburg_city
2014,Lynchburg City,other,0.8019769140318788,Socioeconomics,0.344788347918437,0.8019769140318788,6,lynchburg_city
2013,Alexandria City,disadvantaged,0.4948014116722864,Socioeconomics,0.34367991679785825,0.8384813284701447,5,alexandria_city
2013,Alexandria City,other,0.8384813284701447,Socioeconomics,0.34367991679785825,0.8384813284701447,5,alexandria_city
2019,Alexandria City,disadvantaged,0.5319507699047815,Socioeconomics,0.34335597869337653,0.875306748598158,3,alexandria_city
2019,Alexandria City,other,0.875306748598158,Socioeconomics,0.34335597869337653,0.875306748598158,3,alexandria_city
2014,Alexandria City,black,0.5352416637327796,Race,0.34295774320068473,0.8781994069334643,7,alexandria_city
2014,Alexandria City,white,0.8781994069334643,Race,0.34295774320068473,0.8781994069334643,7,alexandria_city
2016,Richmond City,black,0.5384302936070282,Race,0.34279859419669834,0.8812288878037265,1,richmond_city
2016,Richmond City,white,0.8812288878037265,Race,0.34279859419669834,0.8812288878037265,1,richmond_city
2014,Franklin City,black,0.4447319082744122,Race,0.34276976609863496,0.7875016743730472,8,franklin_city
2014,Franklin City,white,0.7875016743730472,Race,0.34276976609863496,0.7875016743730472,8,franklin_city
2013,Franklin City,black,0.43716129138295845,Race,0.3419977525452028,0.7791590439281613,4,franklin_city
2013,Franklin City,white,0.7791590439281613,Race,0.3419977525452028,0.7791590439281613,4,franklin_city
2017,Richmond City,black,0.5224805304995963,Race,0.34149454687434766,0.863975077373944,2,richmond_city
2017,Richmond City,white,0.863975077373944,Race,0.34149454687434766,0.863975077373944,2,richmond_city
2015,Lynchburg City,black,0.5079326025543315,Race,0.3414428396014205,0.849375442155752,2,lynchburg_city
2015,Lynchburg City,white,0.849375442155752,Race,0.3414428396014205,0.849375442155752,2,lynchburg_city
2018,Alexandria City,disadvantaged,0.5426540043698148,Socioeconomics,0.3397053135972631,0.8823593179670779,3,alexandria_city
2018,Alexandria City,other,0.8823593179670779,Socioeconomics,0.3397053135972631,0.8823593179670779,3,alexandria_city
2013,Alexandria City,black,0.536017570345908,Race,0.3392804233908917,0.8752979937367997,5,alexandria_city
2013,Alexandria City,white,0.8752979937367997,Race,0.3392804233908917,0.8752979937367997,5,alexandria_city
2015,Richmond City,black,0.5176750563091388,Race,0.3368343678444312,0.85450942415357,3,richmond_city
2015,Richmond City,white,0.85450942415357,Race,0.3368343678444312,0.85450942415357,3,richmond_city
2016,Albemarle County,black,0.5134537100221536,Race,0.3364023752523836,0.8498560852745372,2,albemarle_county
2016,Albemarle County,white,0.8498560852745372,Race,0.3364023752523836,0.8498560852745372,2,albemarle_county
2016,Charlottesville City,black,0.548908118676607,Race,0.33416808433043543,0.8830762030070425,3,charlottesville_city
2016,Charlottesville City,white,0.8830762030070425,Race,0.33416808433043543,0.8830762030070425,3,charlottesville_city
2014,Williamsburg-James City County,black,0.5151917405899623,Race,0.3339647497740488,0.8491564903640111,9,williamsburg-james_city_county
2014,Williamsburg-James City County,white,0.8491564903640111,Race,0.3339647497740488,0.8491564903640111,9,williamsburg-james_city_county
2013,Lancaster County,black,0.4233266846333116,Race,0.3339518172414917,0.7572785018748033,6,lancaster_county
2013,Lancaster County,white,0.7572785018748033,Race,0.3339518172414917,0.7572785018748033,6,lancaster_county
2016,Lynchburg City,black,0.5349621748506667,Race,0.3331409579693423,0.868103132820009,4,lynchburg_city
2016,Lynchburg City,white,0.868103132820009,Race,0.3331409579693423,0.868103132820009,4,lynchburg_city
2016,Harrisonburg City,disadvantaged,0.539191329152489,Socioeconomics,0.33277012503509895,0.871961454187588,2,harrisonburg_city
2016,Harrisonburg City,other,0.871961454187588,Socioeconomics,0.33277012503509895,0.871961454187588,2,harrisonburg_city
2017,Lynchburg City,black,0.5361132534694194,Race,0.33276465227820196,0.8688779057476214,3,lynchburg_city
2017,Lynchburg City,white,0.8688779057476214,Race,0.33276465227820196,0.8688779057476214,3,lynchburg_city
2013,Williamsburg-James City County,black,0.5491810360665627,Race,0.3312849210968115,0.8804659571633742,7,williamsburg-james_city_county
2013,Williamsburg-James City County,white,0.8804659571633742,Race,0.3312849210968115,0.8804659571633742,7,williamsburg-james_city_county
2013,Martinsville City,black,0.44409824731216685,Race,0.33003975829888277,0.7741380056110496,8,martinsville_city
2013,Martinsville City,white,0.7741380056110496,Race,0.33003975829888277,0.7741380056110496,8,martinsville_city
2014,Lancaster County,disadvantaged,0.4538019570754948,Socioeconomics,0.32762283353781124,0.781424790613306,7,lancaster_county
2014,Lancaster County,other,0.781424790613306,Socioeconomics,0.32762283353781124,0.781424790613306,7,lancaster_county
2013,Albemarle County,black,0.49851052710870825,Race,0.3268190371293752,0.8253295642380835,9,albemarle_county
2013,Albemarle County,white,0.8253295642380835,Race,0.3268190371293752,0.8253295642380835,9,albemarle_county
2013,Arlington County,black,0.5980507872390565,Race,0.32677402931973865,0.9248248165587951,10,arlington_county
2013,Arlington County,white,0.9248248165587951,Race,0.32677402931973865,0.9248248165587951,10,arlington_county
2013,Lynchburg City,disadvantaged,0.5040569228952224,Socioeconomics,0.32589735780708495,0.8299542807023074,6,lynchburg_city
2013,Lynchburg City,other,0.8299542807023074,Socioeconomics,0.32589735780708495,0.8299542807023074,6,lynchburg_city
2019,Harrisonburg City,disadvantaged,0.5124985768134186,Socioeconomics,0.32315354087485426,0.8356521176882729,4,harrisonburg_city
2019,Harrisonburg City,other,0.8356521176882729,Socioeconomics,0.32315354087485426,0.8356521176882729,4,harrisonburg_city
2017,Winchester City,disadvantaged,0.5493365567086879,Socioeconomics,0.31939990630128845,0.8687364630099763,3,winchester_city
2017,Winchester City,other,0.8687364630099763,Socioeconomics,0.31939990630128845,0.8687364630099763,3,winchester_city
2014,Charlottesville City,disadvantaged,0.5472876918347382,Socioeconomics,0.3189450948294684,0.8662327866642067,8,charlottesville_city
2014,Charlottesville City,other,0.8662327866642067,Socioeconomics,0.3189450948294684,0.8662327866642067,8,charlottesville_city
2013,Norfolk City,black,0.46363889134604186,Race,0.3189203225757202,0.7825592139217621,11,norfolk_city
2013,Norfolk City,white,0.7825592139217621,Race,0.3189203225757202,0.7825592139217621,11,norfolk_city
2019,Albemarle County,black,0.5317432607002589,Race,0.3170176579786306,0.8487609186788895,3,albemarle_county
2019,Albemarle County,white,0.8487609186788895,Race,0.3170176579786306,0.8487609186788895,3,albemarle_county
2016,Martinsville City,black,0.49142706310010087,Race,0.3162526713081152,0.807679734408216,5,martinsville_city
2016,Martinsville City,white,0.807679734408216,Race,0.3162526713081152,0.807679734408216,5,martinsville_city
2015,Charlottesville City,black,0.5949359632880484,Race,0.3153540084648877,0.9102899717529361,4,charlottesville_city
2015,Charlottesville City,white,0.9102899717529361,Race,0.3153540084648877,0.9102899717529361,4,charlottesville_city
2015,Martinsville City,black,0.48894163637020926,Race,0.31517617705888834,0.8041178134290976,5,martinsville_city
2015,Martinsville City,white,0.8041178134290976,Race,0.31517617705888834,0.8041178134290976,5,martinsville_city
2018,Fairfax County,disadvantaged,0.5862112605992403,Socioeconomics,0.3147509669661068,0.9009622275653472,4,fairfax_county
