test_year,division_name,level,rate,demographic,dif,max_rate,rank,division_use
2021,Charlottesville City,black,0.2940078675564933,Race,0.5188752317219596,0.8128830992784528,1,charlottesville_city
2021,Charlottesville City,white,0.8128830992784528,Race,0.5188752317219596,0.8128830992784528,1,charlottesville_city
2022,Charlottesville City,black,0.32844874292676707,Race,0.5081235350297234,0.8365722779564905,1,charlottesville_city
2022,Charlottesville City,white,0.8365722779564905,Race,0.5081235350297234,0.8365722779564905,1,charlottesville_city
2021,Alexandria City,hispanic,0.33238648278730853,Ethnicity,0.4822535174395085,0.814640000226817,1,alexandria_city
2021,Alexandria City,white,0.814640000226817,Ethnicity,0.4822535174395085,0.814640000226817,1,alexandria_city
2021,Charlottesville City,disadvantaged,0.3640740499896803,Socioeconomics,0.4687454940886524,0.8328195440783327,1,charlottesville_city
2021,Charlottesville City,other,0.8328195440783327,Socioeconomics,0.4687454940886524,0.8328195440783327,1,charlottesville_city
2022,Richmond City,hispanic,0.37340882087419647,Ethnicity,0.4635316766961314,0.8369404975703278,1,richmond_city
2022,Richmond City,white,0.8369404975703278,Ethnicity,0.4635316766961314,0.8369404975703278,1,richmond_city
2021,Richmond City,black,0.2710813378766697,Race,0.4442599836077504,0.7153413214844201,2,richmond_city
2021,Richmond City,white,0.7153413214844201,Race,0.4442599836077504,0.7153413214844201,2,richmond_city
2022,Alexandria City,hispanic,0.4254716209416025,Ethnicity,0.4392217579329857,0.8646933788745882,2,alexandria_city
2022,Alexandria City,white,0.8646933788745882,Ethnicity,0.4392217579329857,0.8646933788745882,2,alexandria_city
2021,Alexandria City,disadvantaged,0.3608888645989793,Socioeconomics,0.4384539568943431,0.7993428214933224,2,alexandria_city
2021,Alexandria City,other,0.7993428214933224,Socioeconomics,0.4384539568943431,0.7993428214933224,2,alexandria_city
2022,Charlottesville City,disadvantaged,0.3934782057319198,Socioeconomics,0.43588632410617895,0.8293645298380987,1,charlottesville_city
2022,Charlottesville City,other,0.8293645298380987,Socioeconomics,0.43588632410617895,0.8293645298380987,1,charlottesville_city
2021,Albemarle County,disadvantaged,0.43877642876464046,Socioeconomics,0.42928568956515784,0.8680621183297983,3,albemarle_county
2021,Albemarle County,other,0.8680621183297983,Socioeconomics,0.42928568956515784,0.8680621183297983,3,albemarle_county
2022,Richmond City,black,0.4112453290978993,Race,0.4240123061229261,0.8352576352208254,2,richmond_city
2022,Richmond City,white,0.8352576352208254,Race,0.4240123061229261,0.8352576352208254,2,richmond_city
2013,Richmond City,black,0.4161768364259729,Race,0.4239949384685825,0.8401717748945554,1,richmond_city
2013,Richmond City,white,0.8401717748945554,Race,0.4239949384685825,0.8401717748945554,1,richmond_city
2013,Charlottesville City,black,0.4718043054221651,Race,0.42110460806846917,0.8929089134906343,2,charlottesville_city
2013,Charlottesville City,white,0.8929089134906343,Race,0.42110460806846917,0.8929089134906343,2,charlottesville_city
2021,Harrisonburg City,hispanic,0.2771173622072787,Ethnicity,0.4151395234710473,0.692256885678326,2,harrisonburg_city
2021,Harrisonburg City,white,0.692256885678326,Ethnicity,0.4151395234710473,0.692256885678326,2,harrisonburg_city
2014,Charlottesville City,black,0.4880140193898324,Race,0.40971074583594497,0.8977247652257774,1,charlottesville_city
2014,Charlottesville City,white,0.8977247652257774,Race,0.40971074583594497,0.8977247652257774,1,charlottesville_city
2021,Arlington County,disadvantaged,0.48724167291580583,Socioeconomics,0.4024378696329665,0.8896795425487724,4,arlington_county
2021,Arlington County,other,0.8896795425487724,Socioeconomics,0.4024378696329665,0.8896795425487724,4,arlington_county
2021,Fairfax County,disadvantaged,0.4711092167557693,Socioeconomics,0.40010999889236515,0.8712192156481344,5,fairfax_county
2021,Fairfax County,other,0.8712192156481344,Socioeconomics,0.40010999889236515,0.8712192156481344,5,fairfax_county
2021,Fairfax County,hispanic,0.4626245713661699,Ethnicity,0.39648168931438094,0.8591062606805508,3,fairfax_county
2021,Fairfax County,white,0.8591062606805508,Ethnicity,0.39648168931438094,0.8591062606805508,3,fairfax_county
2019,Charlottesville City,black,0.4625161796467264,Race,0.39571428201190584,0.8582304616586323,1,charlottesville_city
2019,Charlottesville City,white,0.8582304616586323,Race,0.39571428201190584,0.8582304616586323,1,charlottesville_city
2019,Charlottesville City,disadvantaged,0.47234780541241006,Socioeconomics,0.3949195932996985,0.8672673987121086,1,charlottesville_city
2019,Charlottesville City,other,0.8672673987121086,Socioeconomics,0.3949195932996985,0.8672673987121086,1,charlottesville_city
2019,Richmond City,black,0.4772826525386766,Race,0.39095390469203734,0.8682365572307139,2,richmond_city
2019,Richmond City,white,0.8682365572307139,Race,0.39095390469203734,0.8682365572307139,2,richmond_city
2021,Arlington County,hispanic,0.5119003828214386,Ethnicity,0.39073891869397415,0.9026393015154127,4,arlington_county
2021,Arlington County,white,0.9026393015154127,Ethnicity,0.39073891869397415,0.9026393015154127,4,arlington_county
2014,Alexandria City,hispanic,0.49160800458903436,Ethnicity,0.38661755843056195,0.8782255630195963,1,alexandria_city
2014,Alexandria City,white,0.8782255630195963,Ethnicity,0.38661755843056195,0.8782255630195963,1,alexandria_city
2016,Albemarle County,disadvantaged,0.502786830205963,Socioeconomics,0.3850784258681963,0.8878652560741593,1,albemarle_county
2016,Albemarle County,other,0.8878652560741593,Socioeconomics,0.3850784258681963,0.8878652560741593,1,albemarle_county
2018,Charlottesville City,black,0.48880618464316133,Race,0.37790738299872423,0.8667135676418856,1,charlottesville_city
2018,Charlottesville City,white,0.8667135676418856,Race,0.37790738299872423,0.8667135676418856,1,charlottesville_city
2013,Charlottesville City,disadvantaged,0.5074829186865948,Socioeconomics,0.37662650301410106,0.8841094217006958,1,charlottesville_city
2013,Charlottesville City,other,0.8841094217006958,Socioeconomics,0.37662650301410106,0.8841094217006958,1,charlottesville_city
2021,Lynchburg City,black,0.4034802107550728,Race,0.3753228727849073,0.7788030835399801,3,lynchburg_city
2021,Lynchburg City,white,0.7788030835399801,Race,0.3753228727849073,0.7788030835399801,3,lynchburg_city
2014,Lynchburg City,black,0.4076352673499903,Race,0.37474925568099665,0.7823845230309869,2,lynchburg_city
2014,Lynchburg City,white,0.7823845230309869,Race,0.37474925568099665,0.7823845230309869,2,lynchburg_city
2021,Harrisonburg City,disadvantaged,0.32483186828064903,Socioeconomics,0.37208304918646373,0.6969149174671128,6,harrisonburg_city
2021,Harrisonburg City,other,0.6969149174671128,Socioeconomics,0.37208304918646373,0.6969149174671128,6,harrisonburg_city
2018,Charlottesville City,disadvantaged,0.5284847502088006,Socioeconomics,0.3716811151710182,0.9001658653798188,1,charlottesville_city
2018,Charlottesville City,other,0.9001658653798188,Socioeconomics,0.3716811151710182,0.9001658653798188,1,charlottesville_city
2021,Albemarle County,hispanic,0.45652396848839316,Ethnicity,0.3713860359158865,0.8279100044042796,5,albemarle_county
2021,Albemarle County,white,0.8279100044042796,Ethnicity,0.3713860359158865,0.8279100044042796,5,albemarle_county
2014,Albemarle County,disadvantaged,0.4895988769859691,Socioeconomics,0.37106643689440083,0.8606653138803699,1,albemarle_county
2014,Albemarle County,other,0.8606653138803699,Socioeconomics,0.37106643689440083,0.8606653138803699,1,albemarle_county
2018,Albemarle County,disadvantaged,0.5225138094298059,Socioeconomics,0.3707944071849463,0.8933082166147521,2,albemarle_county
2018,Albemarle County,other,0.8933082166147521,Socioeconomics,0.3707944071849463,0.8933082166147521,2,albemarle_county
2018,Alexandria City,hispanic,0.5102148809902262,Ethnicity,0.3703588333491442,0.8805737143393704,1,alexandria_city
2018,Alexandria City,white,0.8805737143393704,Ethnicity,0.3703588333491442,0.8805737143393704,1,alexandria_city
2015,Albemarle County,disadvantaged,0.5097691158652881,Socioeconomics,0.37021632865351584,0.8799854445188039,1,albemarle_county
2015,Albemarle County,other,0.8799854445188039,Socioeconomics,0.37021632865351584,0.8799854445188039,1,albemarle_county
2013,Lynchburg City,black,0.454729434908095,Race,0.36794766741336765,0.8226771023214626,3,lynchburg_city
2013,Lynchburg City,white,0.8226771023214626,Race,0.36794766741336765,0.8226771023214626,3,lynchburg_city
2015,Alexandria City,hispanic,0.5393066611146432,Ethnicity,0.36770641252344893,0.9070130736380921,1,alexandria_city
2015,Alexandria City,white,0.9070130736380921,Ethnicity,0.36770641252344893,0.9070130736380921,1,alexandria_city
2022,Albemarle County,black,0.46293030227271686,Race,0.36764821430488653,0.8305785165776034,3,albemarle_county
2022,Albemarle County,white,0.8305785165776034,Race,0.36764821430488653,0.8305785165776034,3,albemarle_county
2013,Albemarle County,disadvantaged,0.4947605256193387,Socioeconomics,0.3667607358916716,0.8615212615110103,2,albemarle_county
