test_year,division_name,level,rate,demographic
2006,Accomack County,disadvantaged,0.7685299723294197,Socioeconomic Status
2006,Albemarle County,disadvantaged,0.7434784875097679,Socioeconomic Status
2006,Alexandria City,disadvantaged,0.732084618795806,Socioeconomic Status
2006,Alleghany Highlands,disadvantaged,0.8275561370855772,Socioeconomic Status
2006,Amelia County,disadvantaged,0.726532365224443,Socioeconomic Status
2006,Amherst County,disadvantaged,0.7556954677215664,Socioeconomic Status
2006,Appomattox County,disadvantaged,0.730322915418135,Socioeconomic Status
2006,Arlington County,disadvantaged,0.7208109620705359,Socioeconomic Status
2006,Augusta County,disadvantaged,0.7118325535367163,Socioeconomic Status
2006,Bath County,disadvantaged,0.7463031356571034,Socioeconomic Status
2006,Bedford County,disadvantaged,0.7102943178857261,Socioeconomic Status
2006,Bland County,disadvantaged,0.7599264303575626,Socioeconomic Status
2006,Botetourt County,disadvantaged,0.7998716894560461,Socioeconomic Status
2006,Bristol City,disadvantaged,0.750639200418507,Socioeconomic Status
2006,Brunswick County,disadvantaged,0.6933050748455964,Socioeconomic Status
2006,Buchanan County,disadvantaged,0.7332407343514173,Socioeconomic Status
2006,Buckingham County,disadvantaged,0.7161826728766834,Socioeconomic Status
2006,Buena Vista City,disadvantaged,0.7832043947460292,Socioeconomic Status
2006,Campbell County,disadvantaged,0.7256433085433976,Socioeconomic Status
2006,Caroline County,disadvantaged,0.6769123620978718,Socioeconomic Status
2006,Carroll County,disadvantaged,0.7408462379801571,Socioeconomic Status
2006,Charles City County,disadvantaged,0.5948330355886985,Socioeconomic Status
2006,Charlotte County,disadvantaged,0.890962925815981,Socioeconomic Status
2006,Charlottesville City,disadvantaged,0.5758054479134422,Socioeconomic Status
2006,Chesapeake City,disadvantaged,0.7203088645331333,Socioeconomic Status
2006,Chesterfield County,disadvantaged,0.7730689366051395,Socioeconomic Status
2006,Clarke County,disadvantaged,0.717525652708957,Socioeconomic Status
2006,Colonial Beach,disadvantaged,0.68245792811272,Socioeconomic Status
2006,Colonial Heights City,disadvantaged,0.7408186651697753,Socioeconomic Status
2006,Covington City,disadvantaged,0.6856606041787356,Socioeconomic Status
2006,Craig County,disadvantaged,0.6999598287429972,Socioeconomic Status
2006,Culpeper County,disadvantaged,0.7244088763480728,Socioeconomic Status
