test_year,division_name,level,rate,demographic
2006,Accomack County,disadvantaged,0.6410593586767985,Socioeconomic Status
2006,Albemarle County,disadvantaged,0.5541338570641952,Socioeconomic Status
2006,Alexandria City,disadvantaged,0.5553358652247457,Socioeconomic Status
2006,Alleghany County,disadvantaged,0.679027264685879,Socioeconomic Status
2006,Amelia County,disadvantaged,0.5935161524985777,Socioeconomic Status
2006,Amherst County,disadvantaged,0.5661273105520707,Socioeconomic Status
2006,Appomattox County,disadvantaged,0.6721138020433085,Socioeconomic Status
2006,Arlington County,disadvantaged,0.5387843758239779,Socioeconomic Status
2006,Augusta County,disadvantaged,0.5708305872789284,Socioeconomic Status
2006,Bath County,disadvantaged,0.6401062479111072,Socioeconomic Status
2006,Bedford County,disadvantaged,0.6245344033330849,Socioeconomic Status
2006,Bland County,disadvantaged,0.587806530159726,Socioeconomic Status
2006,Botetourt County,disadvantaged,0.6675986180090322,Socioeconomic Status
2006,Bristol City,disadvantaged,0.6791301711654645,Socioeconomic Status
2006,Brunswick County,disadvantaged,0.5739300869454689,Socioeconomic Status
2006,Buchanan County,disadvantaged,0.6226595826963527,Socioeconomic Status
2006,Buckingham County,disadvantaged,0.5778759797657791,Socioeconomic Status
2006,Buena Vista City,disadvantaged,0.6154368406321559,Socioeconomic Status
2006,Campbell County,disadvantaged,0.5801961789682886,Socioeconomic Status
2006,Caroline County,disadvantaged,0.5554953726391568,Socioeconomic Status
2006,Carroll County,disadvantaged,0.5637867698477677,Socioeconomic Status
2006,Charles City County,disadvantaged,0.4849525159816369,Socioeconomic Status
2006,Charlotte County,disadvantaged,0.7048866016241347,Socioeconomic Status
2006,Charlottesville City,disadvantaged,0.4566030862410717,Socioeconomic Status
2006,Chesapeake City,disadvantaged,0.6503943934709705,Socioeconomic Status
2006,Chesterfield County,disadvantaged,0.5996756834673674,Socioeconomic Status
2006,Clarke County,disadvantaged,0.6069093459989072,Socioeconomic Status
2006,Colonial Beach,disadvantaged,0.5282690371358739,Socioeconomic Status
2006,Colonial Heights City,disadvantaged,0.5876903923094765,Socioeconomic Status
2006,Covington City,disadvantaged,0.4889522523422752,Socioeconomic Status
2006,Craig County,disadvantaged,0.5959099677087677,Socioeconomic Status
2006,Culpeper County,disadvantaged,0.5748401598487297,Socioeconomic Status
2006,Cumberland County,disadvantaged,0.6277330202424195,Socioeconomic Status
2006,Danville City,disadvantaged,0.550664874460807,Socioeconomic Status
2006,Dickenson County,disadvantaged,0.5898495387774206,Socioeconomic Status
2006,Dinwiddie County,disadvantaged,0.6467283369813701,Socioeconomic Status
2006,Essex County,disadvantaged,0.4822127415168313,Socioeconomic Status
2006,Fairfax County,disadvantaged,0.5807222926391032,Socioeconomic Status
2006,Falls Church City,disadvantaged,0.6373188326626799,Socioeconomic Status
2006,Fauquier County,disadvantaged,0.49492966177050185,Socioeconomic Status
2006,Floyd County,disadvantaged,0.6552132536456864,Socioeconomic Status
2006,Fluvanna County,disadvantaged,0.5412279332503199,Socioeconomic Status
2006,Franklin City,disadvantaged,0.5455861524026552,Socioeconomic Status
2006,Franklin County,disadvantaged,0.7446618065161292,Socioeconomic Status
2006,Frederick County,disadvantaged,0.5472320749975876,Socioeconomic Status
2006,Fredericksburg City,disadvantaged,0.4282877978775872,Socioeconomic Status
2006,Galax City,disadvantaged,0.5360161640690401,Socioeconomic Status
2006,Giles County,disadvantaged,0.625180604205786,Socioeconomic Status
2006,Gloucester County,disadvantaged,0.5936294041285007,Socioeconomic Status
2006,Goochland County,disadvantaged,0.705436190191377,Socioeconomic Status
2006,Grayson County,disadvantaged,0.5401943160520277,Socioeconomic Status
2006,Greene County,disadvantaged,0.4663684722858434,Socioeconomic Status
2006,Greensville County,disadvantaged,0.5110002006618227,Socioeconomic Status
2006,Halifax County,disadvantaged,0.5877022772645725,Socioeconomic Status
2006,Hampton City,disadvantaged,0.5325686979417453,Socioeconomic Status
2006,Hanover County,disadvantaged,0.5780232400556392,Socioeconomic Status
2006,Harrisonburg City,disadvantaged,0.5804480912088176,Socioeconomic Status
2006,Henrico County,disadvantaged,0.5735581562754781,Socioeconomic Status
2006,Henry County,disadvantaged,0.58380134320999,Socioeconomic Status
2006,Highland County,disadvantaged,0.6299172335130874,Socioeconomic Status
2006,Hopewell City,disadvantaged,0.6657175295180665,Socioeconomic Status
2006,Isle of Wight County,disadvantaged,0.6195419901093429,Socioeconomic Status
2006,King and Queen County,disadvantaged,0.6009634426284078,Socioeconomic Status
2006,King George County,disadvantaged,0.4247882345791593,Socioeconomic Status
2006,King William County,disadvantaged,0.5549524398874749,Socioeconomic Status
2006,Lancaster County,disadvantaged,0.6274421205538351,Socioeconomic Status
2006,Lee County,disadvantaged,0.707032180135748,Socioeconomic Status
2006,Lexington City,disadvantaged,0.6559590389238186,Socioeconomic Status
2006,Loudoun County,disadvantaged,0.5554563326212952,Socioeconomic Status
2006,Louisa County,disadvantaged,0.6014210242871196,Socioeconomic Status
2006,Lunenburg County,disadvantaged,0.5579831749383404,Socioeconomic Status
2006,Lynchburg City,disadvantaged,0.5080557808579454,Socioeconomic Status
2006,Madison County,disadvantaged,0.5720434423867342,Socioeconomic Status
2006,Manassas City,disadvantaged,0.5518224757002728,Socioeconomic Status
2006,Manassas Park City,disadvantaged,0.6264956064246588,Socioeconomic Status
2006,Martinsville City,disadvantaged,0.5065950157601486,Socioeconomic Status
2006,Mathews County,disadvantaged,0.648670670943459,Socioeconomic Status
2006,Mecklenburg County,disadvantaged,0.6680482758237153,Socioeconomic Status
2006,Middlesex County,disadvantaged,0.5657953092393481,Socioeconomic Status
2006,Montgomery County,disadvantaged,0.49387645440194167,Socioeconomic Status
2006,Nelson County,disadvantaged,0.5864246496777633,Socioeconomic Status
2006,New Kent County,disadvantaged,0.5053673724996193,Socioeconomic Status
2006,Newport News City,disadvantaged,0.5496919111571403,Socioeconomic Status
2006,Norfolk City,disadvantaged,0.5907225970930199,Socioeconomic Status
2006,Northampton County,disadvantaged,0.5678683955859914,Socioeconomic Status
2006,Northumberland County,disadvantaged,0.531591210316488,Socioeconomic Status
2006,Norton City,disadvantaged,0.6935031153448974,Socioeconomic Status
2006,Nottoway County,disadvantaged,0.662228889350674,Socioeconomic Status
2006,Orange County,disadvantaged,0.5030757649218767,Socioeconomic Status
2006,Page County,disadvantaged,0.6231829031634563,Socioeconomic Status
2006,Patrick County,disadvantaged,0.7003153911890015,Socioeconomic Status
2006,Petersburg City,disadvantaged,0.4567538113419901,Socioeconomic Status
2006,Pittsylvania County,disadvantaged,0.5743287807191743,Socioeconomic Status
2006,Poquoson City,disadvantaged,0.6434791157170078,Socioeconomic Status
2006,Portsmouth City,disadvantaged,0.5443534208326445,Socioeconomic Status
2006,Powhatan County,disadvantaged,0.5490789823331043,Socioeconomic Status
2006,Prince Edward County,disadvantaged,0.48669305101793636,Socioeconomic Status
2006,Prince George County,disadvantaged,0.6129242882283514,Socioeconomic Status
2006,Prince William County,disadvantaged,0.5999550347175683,Socioeconomic Status
2006,Pulaski County,disadvantaged,0.5121215617354589,Socioeconomic Status
2006,Radford City,disadvantaged,0.6129331757705714,Socioeconomic Status
2006,Rappahannock County,disadvantaged,0.5669006187055506,Socioeconomic Status
2006,Richmond City,disadvantaged,0.5712054941202671,Socioeconomic Status
2006,Richmond County,disadvantaged,0.620985968429589,Socioeconomic Status
2006,Roanoke City,disadvantaged,0.5386587779318541,Socioeconomic Status
2006,Roanoke County,disadvantaged,0.6762353184780314,Socioeconomic Status
2006,Rockbridge County,disadvantaged,0.5494281862922346,Socioeconomic Status
2006,Rockingham County,disadvantaged,0.6942492311155519,Socioeconomic Status
